"","Signature","Gene"
"12209","Pozniak Mitotic","CEP135"
"12210","Pozniak Mitotic","CNTLN"
"12211","Pozniak Mitotic","RAD1"
"12212","Pozniak Mitotic","HPF1"
"12213","Pozniak Mitotic","TUBB4B"
"12214","Pozniak Mitotic","CDKN2D"
"12215","Pozniak Mitotic","RECQL"
"12216","Pozniak Mitotic","NUP85"
"12217","Pozniak Mitotic","BCL2L12"
"12218","Pozniak Mitotic","SNRNP25"
"12219","Pozniak Mitotic","H2AFY"
"12220","Pozniak Mitotic","PARP1"
"12221","Pozniak Mitotic","SLBP"
"12222","Pozniak Mitotic","THEM6"
"12223","Pozniak Mitotic","ACYP1"
"12224","Pozniak Mitotic","IPO9"
"12225","Pozniak Mitotic","LSM5"
"12226","Pozniak Mitotic","RAD51C"
"12227","Pozniak Mitotic","PTTG1"
"12228","Pozniak Mitotic","SRSF2"
"12229","Pozniak Mitotic","POP7"
"12230","Pozniak Mitotic","OAS3"
"12231","Pozniak Mitotic","SUZ12"
"12232","Pozniak Mitotic","CCDC14"
"12233","Pozniak Mitotic","CBFB"
"12234","Pozniak Mitotic","PPIH"
"12235","Pozniak Mitotic","YWHAH"
"12236","Pozniak Mitotic","ITGB3BP"
"12237","Pozniak Mitotic","HNRNPD"
"12238","Pozniak Mitotic","ANKRD9"
"12239","Pozniak Mitotic","CNOT9"
"12240","Pozniak Mitotic","YEATS4"
"12241","Pozniak Mitotic","MZT1"
"12242","Pozniak Mitotic","PPM1G"
"12243","Pozniak Mitotic","RCC2"
"12244","Pozniak Mitotic","SNRPD1"
"12245","Pozniak Mitotic","PHTF2"
"12246","Pozniak Mitotic","GLO1"
"12247","Pozniak Mitotic","SAMD1"
"12248","Pozniak Mitotic","RBBP7"
"12249","Pozniak Mitotic","FOXRED2"
"12250","Pozniak Mitotic","FANCL"
"12251","Pozniak Mitotic","NUDT15"
"12252","Pozniak Mitotic","COMMD4"
"12253","Pozniak Mitotic","RFC1"
"12254","Pozniak Mitotic","EBP"
"12255","Pozniak Mitotic","TUBB6"
"12256","Pozniak Mitotic","PRADC1"
"12257","Pozniak Mitotic","RCCD1"
"12258","Pozniak Mitotic","PSMG3"
"12259","Pozniak Mitotic","USP37"
"12260","Pozniak Mitotic","ATP5MC1"
"12261","Pozniak Mitotic","SAP30"
"12262","Pozniak Mitotic","NFATC2IP"
"12263","Pozniak Mitotic","LSM3"
"12264","Pozniak Mitotic","FAF1"
"12265","Pozniak Mitotic","TACC1"
"12266","Pozniak Mitotic","TPGS2"
"12267","Pozniak Mitotic","SNRPB"
"12268","Pozniak Mitotic","SUGP2"
"12269","Pozniak Mitotic","SNRNP40"
"12270","Pozniak Mitotic","PTBP1"
"12271","Pozniak Mitotic","ATP1B3"
"12272","Pozniak Mitotic","JPT2"
"12273","Pozniak Mitotic","FAM111A"
"12274","Pozniak Mitotic","SRRT"
"12275","Pozniak Mitotic","MTHFD2"
"12276","Pozniak Mitotic","GJC1"
"12277","Pozniak Mitotic","UBE2S"
"12278","Pozniak Mitotic","BOLA3"
"12279","Pozniak Mitotic","SRSF3"
"12280","Pozniak Mitotic","ACTL6A"
"12281","Pozniak Mitotic","RHEB"
"12282","Pozniak Mitotic","CBR3"
"12283","Pozniak Mitotic","CASP2"
"12284","Pozniak Mitotic","IFI27L1"
"12285","Pozniak Mitotic","CEP97"
"12286","Pozniak Mitotic","MSH6"
"12287","Pozniak Mitotic","NUDT21"
"12288","Pozniak Mitotic","REEP4"
"12289","Pozniak Mitotic","HNRNPA2B1"
"12290","Pozniak Mitotic","E2F3"
"12291","Pozniak Mitotic","DAXX"
"12292","Pozniak Mitotic","HINT2"
"12293","Pozniak Mitotic","SUMO2"
"12294","Pozniak Mitotic","MTHFD1"
"12295","Pozniak Mitotic","CALM1"
"12296","Pozniak Mitotic","XRCC5"
"12297","Pozniak Mitotic","CISD2"
"12298","Pozniak Mitotic","RB1"
"12299","Pozniak Mitotic","IPO5"
"12300","Pozniak Mitotic","PPIA"
"12301","Pozniak Mitotic","ANP32E"
"12302","Pozniak Mitotic","FH"
"12303","Pozniak Mitotic","UQCC2"
"12304","Pozniak Mitotic","C19orf48"
"12305","Pozniak Mitotic","UFD1"
"12306","Pozniak Mitotic","TSEN34"
"12307","Pozniak Mitotic","CASP8AP2"
"12308","Pozniak Mitotic","OAS2"
"12309","Pozniak Mitotic","AP2S1"
"12310","Pozniak Mitotic","SYNE2"
"12311","Pozniak Mitotic","MRPL37"
"12312","Pozniak Mitotic","MANF"
"12313","Pozniak Mitotic","HMGN1"
"12314","Pozniak Mitotic","CMSS1"
"12315","Pozniak Mitotic","PAICS"
"12316","Pozniak Mitotic","HIST1H1C"
"12317","Pozniak Mitotic","EMP2"
"12318","Pozniak Mitotic","UCHL5"
"12319","Pozniak Mitotic","COPS3"
"12320","Pozniak Mitotic","PEA15"
"12321","Pozniak Mitotic","AKR1B1"
"12322","Pozniak Mitotic","NUP62"
"12323","Pozniak Mitotic","SNRPD3"
"12324","Pozniak Mitotic","TPRKB"
"12325","Pozniak Mitotic","CDC27"
"12326","Pozniak Mitotic","NUCB2"
"12327","Pozniak Mitotic","PSMD1"
"12328","Pozniak Mitotic","HDGFL3"
"12329","Pozniak Mitotic","TP53I13"
"12330","Pozniak Mitotic","AKR7A2"
"12331","Pozniak Mitotic","SRSF4"
"12332","Pozniak Mitotic","PLSCR1"
"12333","Pozniak Mitotic","CENPX"
"12334","Pozniak Mitotic","ATL3"
"12335","Pozniak Mitotic","CBX1"
"12336","Pozniak Mitotic","CHRAC1"
"12337","Pozniak Mitotic","HLTF"
"12338","Pozniak Mitotic","HERC6"
"12339","Pozniak Mitotic","SNRPA"
"12340","Pozniak Mitotic","CTNNAL1"
"12341","Pozniak Mitotic","HEY1"
"12342","Pozniak Mitotic","TUBA1C"
"12343","Pozniak Mitotic","PA2G4"
"12344","Pozniak Mitotic","KIF2A"
"12345","Pozniak Mitotic","ATP5MF"
"12346","Pozniak Mitotic","DHX15"
"12347","Pozniak Mitotic","NAA50"
"12348","Pozniak Mitotic","NFIC"
"12349","Pozniak Mitotic","CENPB"
"12350","Pozniak Mitotic","LSM2"
"12351","Pozniak Mitotic","COX17"
"12352","Pozniak Mitotic","FDPS"
"12353","Pozniak Mitotic","ACOT7"
"12354","Pozniak Mitotic","SLC29A1"
"12355","Pozniak Mitotic","PGAM1"
"12356","Pozniak Mitotic","DBI"
"12357","Pozniak Mitotic","MINOS1"
"12358","Pozniak Mitotic","SRPK1"
"12359","Pozniak Mitotic","SUPT16H"
"12360","Pozniak Mitotic","PAXX"
"12361","Pozniak Mitotic","PSMC3"
"12362","Pozniak Mitotic","CACYBP"
"12363","Pozniak Mitotic","COPRS"
"12364","Pozniak Mitotic","PFN1"
"12365","Pozniak Mitotic","SSRP1"
"12366","Pozniak Mitotic","SPCS3"
"12367","Pozniak Mitotic","AMOTL1"
"12368","Pozniak Mitotic","ADAM15"
"12369","Pozniak Mitotic","ANAPC11"
"12370","Pozniak Mitotic","ELAVL1"
"12371","Pozniak Mitotic","CMC2"
"12372","Pozniak Mitotic","SRP9"
"12373","Pozniak Mitotic","UQCRQ"
"12374","Pozniak Mitotic","PTDSS1"
"12375","Pozniak Mitotic","THOC3"
"12376","Pozniak Mitotic","GPR180"
"12377","Pozniak Mitotic","ITGAE"
"12378","Pozniak Mitotic","TUSC3"
"12379","Pozniak Mitotic","MRPS11"
"12380","Pozniak Mitotic","H1FX"
"12381","Pozniak Mitotic","PKM"
"12382","Pozniak Mitotic","IFI44"
"12383","Pozniak Mitotic","CALU"
"12384","Pozniak Mitotic","ANP32B"
"12385","Pozniak Mitotic","TES"
"12386","Pozniak Mitotic","EIF2AK2"
"12387","Pozniak Mitotic","ZFP91"
"12388","Pozniak Mitotic","VDAC3"
"12389","Pozniak Mitotic","ECM1"
"12390","Pozniak Mitotic","WLS"
"12391","Pozniak Mitotic","SLC25A5"
"12392","Pozniak Mitotic","HNRNPA3"
"12393","Pozniak Mitotic","MCUR1"
"12394","Pozniak Mitotic","NDUFB2"
"12395","Pozniak Mitotic","POLR3K"
"12396","Pozniak Mitotic","POLD2"
"12397","Pozniak Mitotic","TPM4"
"12398","Pozniak Mitotic","CCT5"
"12399","Pozniak Mitotic","RAD23A"
"12400","Pozniak Mitotic","SNRPF"
"12401","Pozniak Mitotic","ITGB3"
"12402","Pozniak Mitotic","HINT1"
"12403","Pozniak Mitotic","EIF4EBP1"
"12404","Pozniak Mitotic","DTX3L"
"12405","Pozniak Mitotic","LRP12"
"12406","Pozniak Mitotic","RAN"
"12407","Pozniak Mitotic","TMEM14A"
"12408","Pozniak Mitotic","FGD5-AS1"
"12409","Pozniak Mitotic","NDUFB1"
"12410","Pozniak Mitotic","PRKD3"
"12411","Pozniak Mitotic","DCBLD2"
"12412","Pozniak Mitotic","UACA"
"12413","Pozniak Mitotic","TMEM98"
"12414","Pozniak Mitotic","RIF1"
"12415","Pozniak Mitotic","PARP9"
"12416","Pozniak Mitotic","HNRNPF"
"12417","Pozniak Mitotic","FABP5"
"12418","Pozniak Mitotic","ERH"
"12419","Pozniak Mitotic","CNN3"
"12420","Pozniak Mitotic","NDUFA6"
"12421","Pozniak Mitotic","IL1RAP"
"12422","Pozniak Mitotic","MEA1"
"12423","Pozniak Mitotic","DCTPP1"
"12424","Pozniak Mitotic","ARPP19"
"12425","Pozniak Mitotic","PTP4A2"
"12426","Pozniak Mitotic","ARL6IP1"
"12427","Pozniak Mitotic","ANK2"
"12428","Pozniak Mitotic","KANK2"
"12429","Pozniak Mitotic","JPT1"
"12430","Pozniak Mitotic","TMX4"
"12431","Pozniak Mitotic","MOXD1"
"12432","Pozniak Mitotic","PHGDH"
"12433","Pozniak Mitotic","SMIM19"
"12434","Pozniak Mitotic","CTXND1"
"12435","Pozniak Mitotic","MT2A"
"12436","Pozniak Mitotic","ISG15"
"12437","Pozniak Mitotic","NBL1"
"12438","Pozniak Mitotic","SNX10"
"12439","Pozniak Mitotic","SLFN5"
"12440","Pozniak Mitotic","TLNRD1"
"12441","Pozniak Mitotic","MYH10"
"12442","Pozniak Mitotic","PHLDA2"
"12443","Pozniak Mitotic","CREB5"
"12444","Pozniak Mitotic","PLXNC1"
"12445","Pozniak Mitotic","SDC3"
"12446","Pozniak Mitotic","TEAD1"
"12447","Pozniak Mitotic","PLP2"
"12448","Pozniak Mitotic","HMGA1"
"12449","Pozniak Mitotic","FCRLA"
"12450","Pozniak Mitotic","ABHD2"
"12451","Pozniak Mitotic","IFI44L"
"12452","Pozniak Mitotic","PLAT"
"12453","Pozniak Mitotic","LGALS3BP"
"12454","Pozniak Mitotic","TOMM5"
"12455","Pozniak Mitotic","FSTL1"
"12456","Pozniak Mitotic","SCRG1"
"12457","Pozniak Mitotic","STAT1"
"12458","Pozniak Mitotic","THBS2"
"12459","Pozniak Mitotic","FARP2"
"12460","Pozniak Mitotic","FMN1"
"12461","Pozniak Mitotic","HSPA1B"
"12462","Pozniak Mitotic","MX1"
"12463","Pozniak Mitotic","AEBP1"
"12464","Pozniak Stress (p53 response)","MALAT1"
"12465","Pozniak Stress (p53 response)","NEAT1"
"12466","Pozniak Stress (p53 response)","POLR2J3.1"
"12467","Pozniak Stress (p53 response)","GABPB1-AS1"
"12468","Pozniak Stress (p53 response)","SON"
"12469","Pozniak Stress (p53 response)","N4BP2L2"
"12470","Pozniak Stress (p53 response)","RBM39"
"12471","Pozniak Stress (p53 response)","PLEKHA5"
"12472","Pozniak Stress (p53 response)","FUS"
"12473","Pozniak Stress (p53 response)","HPS4"
"12474","Pozniak Stress (p53 response)","RSRP1"
"12475","Pozniak Stress (p53 response)","MDM4"
"12476","Pozniak Stress (p53 response)","RNMT"
"12477","Pozniak Stress (p53 response)","KCNQ1OT1"
"12478","Pozniak Stress (p53 response)","HNRNPU"
"12479","Pozniak Stress (p53 response)","SFPQ"
"12480","Pozniak Stress (p53 response)","CCNL1"
"12481","Pozniak Stress (p53 response)","PPP1R15A"
"12482","Pozniak Stress (p53 response)","ZNF704"
"12483","Pozniak Stress (p53 response)","VMP1"
"12484","Pozniak Stress (p53 response)","TCF25"
"12485","Pozniak Stress (p53 response)","ATP6V0A1"
"12486","Pozniak Stress (p53 response)","THUMPD3-AS1"
"12487","Pozniak Stress (p53 response)","TAF1D"
"12488","Pozniak Stress (p53 response)","SPG7"
"12489","Pozniak Stress (p53 response)","MIR3142HG"
"12490","Pozniak Stress (p53 response)","NKTR"
"12491","Pozniak Stress (p53 response)","ARID1B"
"12492","Pozniak Stress (p53 response)","SRSF10"
"12493","Pozniak Stress (p53 response)","ARGLU1"
"12494","Pozniak Stress (p53 response)","TRPM1"
"12495","Pozniak Stress (p53 response)","ATM"
"12496","Pozniak Stress (p53 response)","SMG1"
"12497","Pozniak Stress (p53 response)","CHD9"
"12498","Pozniak Stress (p53 response)","AC020916.1"
"12499","Pozniak Stress (p53 response)","ANKRD28"
"12500","Pozniak Stress (p53 response)","MICAL3"
"12501","Pozniak Stress (p53 response)","PNISR"
"12502","Pozniak Stress (p53 response)","PNN"
"12503","Pozniak Stress (p53 response)","IVNS1ABP"
"12504","Pozniak Stress (p53 response)","JUN"
"12505","Pozniak Stress (p53 response)","NHLRC3"
"12506","Pozniak Stress (p53 response)","GON4L"
"12507","Pozniak Stress (p53 response)","SF1"
"12508","Pozniak Stress (p53 response)","MCOLN3"
"12509","Pozniak Stress (p53 response)","RGS12"
"12510","Pozniak Stress (p53 response)","ERICH1"
"12511","Pozniak Stress (p53 response)","SLC25A37"
"12512","Pozniak Stress (p53 response)","INTS6"
"12513","Pozniak Stress (p53 response)","HMCN1"
"12514","Pozniak Stress (p53 response)","IGF2BP2"
"12515","Pozniak Stress (p53 response)","KANSL1"
"12516","Pozniak Stress (p53 response)","MYO5A"
"12517","Pozniak Stress (p53 response)","LUC7L3"
"12518","Pozniak Stress (p53 response)","MAML2"
"12519","Pozniak Stress (p53 response)","WSB1"
"12520","Pozniak Stress (p53 response)","SLC16A1-AS1"
"12521","Pozniak Stress (p53 response)","LYST"
"12522","Pozniak Stress (p53 response)","PAX3"
"12523","Pozniak Stress (p53 response)","HSPA1A"
"12524","Pozniak Stress (p53 response)","CALD1"
"12525","Pozniak Stress (p53 response)","RBM25"
"12526","Pozniak Stress (p53 response)","FMN1"
"12527","Pozniak Stress (p53 response)","IFI44L"
"12528","Pozniak Stress (p53 response)","CCNL2"
"12529","Pozniak Stress (p53 response)","OGFR"
"12530","Pozniak Stress (p53 response)","MTRNR2L8"
"12531","Pozniak Stress (p53 response)","SORBS2"
"12532","Pozniak Stress (p53 response)","ILF3"
"12533","Pozniak Stress (hypoxia response)","VEGFA"
"12534","Pozniak Stress (hypoxia response)","NDUFA4L2"
"12535","Pozniak Stress (hypoxia response)","FLNB"
"12536","Pozniak Stress (hypoxia response)","NXPH4"
"12537","Pozniak Stress (hypoxia response)","SLC16A3"
"12538","Pozniak Stress (hypoxia response)","ENO2"
"12539","Pozniak Stress (hypoxia response)","AK4"
"12540","Pozniak Stress (hypoxia response)","PGK1"
"12541","Pozniak Stress (hypoxia response)","P4HA1"
"12542","Pozniak Stress (hypoxia response)","IGFBP5"
"12543","Pozniak Stress (hypoxia response)","ADM"
"12544","Pozniak Stress (hypoxia response)","PDK1"
"12545","Pozniak Stress (hypoxia response)","GSTM3"
"12546","Pozniak Stress (hypoxia response)","ALDOC"
"12547","Pozniak Stress (hypoxia response)","PFKFB4"
"12548","Pozniak Stress (hypoxia response)","GAPDH"
"12549","Pozniak Stress (hypoxia response)","BHLHE40"
"12550","Pozniak Stress (hypoxia response)","ANGPTL4"
"12551","Pozniak Stress (hypoxia response)","ENO1"
"12552","Pozniak Stress (hypoxia response)","STXBP1"
"12553","Pozniak Stress (hypoxia response)","SLC2A1"
"12554","Pozniak Stress (hypoxia response)","SPP1"
"12555","Pozniak Stress (hypoxia response)","FN1"
"12556","Pozniak Stress (hypoxia response)","DDIT4"
"12557","Pozniak Stress (hypoxia response)","MIF"
"12558","Pozniak Stress (hypoxia response)","C4orf3"
"12559","Pozniak Stress (hypoxia response)","TIMP3"
"12560","Pozniak Stress (hypoxia response)","HILPDA"
"12561","Pozniak Stress (hypoxia response)","ERO1A"
"12562","Pozniak Stress (hypoxia response)","PKM"
"12563","Pozniak Stress (hypoxia response)","MDK"
"12564","Pozniak Stress (hypoxia response)","SOX4"
"12565","Pozniak Stress (hypoxia response)","LDHA"
"12566","Pozniak Stress (hypoxia response)","EGLN1"
"12567","Pozniak Stress (hypoxia response)","SLC16A1"
"12568","Pozniak Stress (hypoxia response)","SLC2A3"
"12569","Pozniak Stress (hypoxia response)","SERPINB6"
"12570","Pozniak Stress (hypoxia response)","FBXO7"
"12571","Pozniak Stress (hypoxia response)","TPI1"
"12572","Pozniak Stress (hypoxia response)","ASPH"
"12573","Pozniak Stress (hypoxia response)","GPI"
"12574","Pozniak Stress (hypoxia response)","BNIP3L"
"12575","Pozniak Stress (hypoxia response)","PLOD2"
"12576","Pozniak Stress (hypoxia response)","RPS28"
"12577","Pozniak Stress (hypoxia response)","RNASE1"
"12578","Pozniak Stress (hypoxia response)","PLOD1"
"12579","Pozniak Stress (hypoxia response)","SLC7A5"
"12580","Pozniak Stress (hypoxia response)","XIST"
"12581","Pozniak Stress (hypoxia response)","TRIB2"
"12582","Pozniak Stress (hypoxia response)","FAM162A"
"12583","Pozniak Stress (hypoxia response)","NDRG1"
"12584","Pozniak Stress (hypoxia response)","WSB1"
"12585","Pozniak Stress (hypoxia response)","ANKRD37"
"12586","Pozniak Stress (hypoxia response)","KDM3A"
"12587","Pozniak Stress (hypoxia response)","RNF24"
"12588","Pozniak Stress (hypoxia response)","PRR34-AS1"
"12589","Pozniak Stress (hypoxia response)","BNIP3"
"12590","Pozniak Stress (hypoxia response)","EFR3B"
"12591","Pozniak Stress (hypoxia response)","ST13"
"12592","Pozniak Stress (hypoxia response)","RPL22"
"12593","Pozniak Stress (hypoxia response)","ZDBF2"
"12594","Pozniak Stress (hypoxia response)","HK2"
"12595","Pozniak Stress (hypoxia response)","FKBP9"
"12596","Pozniak Stress (hypoxia response)","SLC6A8"
"12597","Pozniak Stress (hypoxia response)","FXYD3"
"12598","Pozniak Stress (hypoxia response)","CFDP1"
"12599","Pozniak Stress (hypoxia response)","LEPROTL1"
"12600","Pozniak Stress (hypoxia response)","SRRM1"
"12601","Pozniak Stress (hypoxia response)","PLCG2"
"12602","Pozniak Stress (hypoxia response)","WDR45B"
"12603","Pozniak Stress (hypoxia response)","RPL36"
"12604","Pozniak Stress (hypoxia response)","BHLHE41"
"12605","Pozniak Stress (hypoxia response)","ALDOA"
"12606","Pozniak Stress (hypoxia response)","AMD1"
"12607","Pozniak Stress (hypoxia response)","RLF"
"12608","Pozniak Stress (hypoxia response)","DDX18"
"12609","Pozniak Stress (hypoxia response)","ZMYND8"
"12610","Pozniak Stress (hypoxia response)","HIST1H4C"
"12611","Pozniak Stress (hypoxia response)","NOL3"
"12612","Pozniak Stress (hypoxia response)","CITED1"
"12613","Pozniak Stress (hypoxia response)","A2M"
"12614","Pozniak Stress (hypoxia response)","UPP1"
"12615","Pozniak Stress (hypoxia response)","NQO1"
"12616","Pozniak Stress (hypoxia response)","TUT4"
"12617","Pozniak Stress (hypoxia response)","FXR1"
"12618","Pozniak Stress (hypoxia response)","TRIM2"
"12619","Pozniak Stress (hypoxia response)","DDX41"
"12620","Pozniak Stress (hypoxia response)","SARAF"
"12621","Pozniak Stress (hypoxia response)","ZRANB2"
"12622","Pozniak Stress (hypoxia response)","BRD2"
"12623","Pozniak Stress (hypoxia response)","FXYD1"
"12624","Pozniak Stress (hypoxia response)","HIST1H2AC"
"12625","Pozniak Stress (hypoxia response)","TF"
"12626","Pozniak Stress (hypoxia response)","TMSB10"
"12627","Pozniak Stress (hypoxia response)","IRF2BP2"
"12628","Pozniak Stress (hypoxia response)","SLC5A3"
"12629","Pozniak Stress (hypoxia response)","TNRC6B"
"12630","Pozniak Stress (hypoxia response)","INTU"
"12631","Pozniak Stress (hypoxia response)","P4HB"
"12632","Pozniak Stress (hypoxia response)","RNF19A"
"12633","Pozniak Stress (hypoxia response)","DYNC1I2"
"12634","Pozniak Stress (hypoxia response)","ZNF292"
"12635","Pozniak Stress (hypoxia response)","SEC61G"
"12636","Pozniak Stress (hypoxia response)","C2orf49"
"12637","Pozniak Stress (hypoxia response)","TNFRSF14"
"12638","Pozniak Stress (hypoxia response)","ABCA1"
"12639","Pozniak Stress (hypoxia response)","TCEA1"
"12640","Pozniak Stress (hypoxia response)","PRPF4B"
"12641","Pozniak Stress (hypoxia response)","SARS"
"12642","Pozniak Stress (hypoxia response)","NBL1"
"12643","Pozniak Stress (hypoxia response)","BIRC7"
"12644","Pozniak Stress (hypoxia response)","AKAP12"
"12645","Pozniak Stress (hypoxia response)","PEG10"
"12646","Pozniak Stress (hypoxia response)","C1S"
"12647","Pozniak Stress (hypoxia response)","TENT5A"
"12648","Pozniak Stress (hypoxia response)","ZFP36L1"
"12649","Pozniak Stress (hypoxia response)","TRA2A"
"12650","Pozniak Stress (hypoxia response)","ATF4"
"12651","Pozniak Stress (hypoxia response)","NR2F1"
"12652","Pozniak Stress (hypoxia response)","COX20"
"12653","Pozniak Stress (hypoxia response)","SHMT2"
"12654","Pozniak Stress (hypoxia response)","SEZ6L2"
"12655","Pozniak Stress (hypoxia response)","ATP5ME"
"12656","Pozniak Stress (hypoxia response)","C8orf33"
"12657","Pozniak Stress (hypoxia response)","FCGR2A"
"12658","Pozniak Stress (hypoxia response)","ARRDC3"
"12659","Pozniak Stress (hypoxia response)","PLXNB2"
"12660","Pozniak Stress (hypoxia response)","PRAME"
"12661","Pozniak Stress (hypoxia response)","N4BP2L2"
"12662","Pozniak Stress (hypoxia response)","SPRY1"
"12663","Pozniak Stress (hypoxia response)","RPS29"
"12664","Pozniak Stress (hypoxia response)","AP2B1"
"12665","Pozniak Stress (hypoxia response)","CCDC80"
"12666","Pozniak Stress (hypoxia response)","IGFBP2"
"12667","Pozniak Stress (hypoxia response)","PHPT1"
"12668","Pozniak Stress (hypoxia response)","AKAP9"
"12669","Pozniak Stress (hypoxia response)","EIF1"
"12670","Pozniak Stress (hypoxia response)","HSP90B1"
"12671","Pozniak Stress (hypoxia response)","OTUD6B-AS1"
"12672","Pozniak Stress (hypoxia response)","MTRNR2L1"
"12673","Pozniak Stress (hypoxia response)","NFE2L2"
"12674","Pozniak Stress (hypoxia response)","SCD"
"12675","Pozniak Stress (hypoxia response)","S100A6"
"12676","Pozniak Stress (hypoxia response)","KLHL24"
"12677","Pozniak Stress (hypoxia response)","DDIT3"
"12678","Pozniak Stress (hypoxia response)","SERPINB1"
"12679","Pozniak Stress (hypoxia response)","P4HA2"
"12680","Pozniak Stress (hypoxia response)","CDH19"
"12681","Pozniak Stress (hypoxia response)","DNAJB4"
"12682","Pozniak Stress (hypoxia response)","SQSTM1"
"12683","Pozniak Stress (hypoxia response)","AEBP1"
"12684","Pozniak Stress (hypoxia response)","HES1"
"12685","Pozniak Stress (hypoxia response)","PLIN2"
"12686","Pozniak Stress (hypoxia response)","NRN1"
"12687","Pozniak Stress (hypoxia response)","FSTL1"
"12688","Pozniak Stress (hypoxia response)","LGI4"
"12689","Pozniak Stress (hypoxia response)","CHD1L"
"12690","Pozniak Stress (hypoxia response)","EGFL7"
"12691","Pozniak Stress (hypoxia response)","AHNAK"
"12692","Pozniak Stress (hypoxia response)","TXNRD1"
"12693","Pozniak Stress (hypoxia response)","UGP2"
"12694","Pozniak Stress (hypoxia response)","DCT"
"12695","Pozniak Stress (hypoxia response)","SLC7A8"
"12696","Pozniak Stress (hypoxia response)","SERPINH1"
"12697","Pozniak Patient_specific_B","PSCA"
"12698","Pozniak Patient_specific_B","TM4SF18"
"12699","Pozniak Patient_specific_B","SLAMF1"
"12700","Pozniak Patient_specific_B","ASB4"
"12701","Pozniak Patient_specific_B","LINC02303"
"12702","Pozniak Patient_specific_B","VAV3"
"12703","Pozniak Patient_specific_B","GPRC5C"
"12704","Pozniak Patient_specific_B","NTNG1"
"12705","Pozniak Patient_specific_B","S100A7"
"12706","Pozniak Patient_specific_B","PLCH1"
"12707","Pozniak Patient_specific_B","HEPH"
"12708","Pozniak Patient_specific_B","ZFP57"
"12709","Pozniak Patient_specific_B","HHATL"
"12710","Pozniak Patient_specific_B","SLC16A7"
"12711","Pozniak Patient_specific_B","GHR"
"12712","Pozniak Patient_specific_B","PSORS1C1"
"12713","Pozniak Patient_specific_B","PRDM7"
"12714","Pozniak Patient_specific_B","CSF2RA"
"12715","Pozniak Patient_specific_B","ZDHHC2"
"12716","Pozniak Patient_specific_B","CARD16"
"12717","Pozniak Patient_specific_B","CA8"
"12718","Pozniak Patient_specific_B","TLR1"
"12719","Pozniak Patient_specific_B","KIF6"
"12720","Pozniak Patient_specific_B","CYP39A1"
"12721","Pozniak Patient_specific_B","PDE1A"
"12722","Pozniak Patient_specific_B","ALDH1L2"
"12723","Pozniak Patient_specific_B","PTCHD4"
"12724","Pozniak Patient_specific_B","UGT2B7"
"12725","Pozniak Patient_specific_B","GUCY1A2"
"12726","Pozniak Patient_specific_B","SLITRK5"
"12727","Pozniak Patient_specific_B","ITGA7"
"12728","Pozniak Patient_specific_B","SYTL2"
"12729","Pozniak Patient_specific_B","ENPP1"
"12730","Pozniak Patient_specific_B","GPRC5A"
"12731","Pozniak Patient_specific_B","CGNL1"
"12732","Pozniak Patient_specific_B","CES1"
"12733","Pozniak Patient_specific_B","SLC38A1"
"12734","Pozniak Patient_specific_B","IL33"
"12735","Pozniak Patient_specific_B","UNC5CL"
"12736","Pozniak Patient_specific_B","RDH5"
"12737","Pozniak Patient_specific_B","C5orf38"
"12738","Pozniak Patient_specific_B","CDH1"
"12739","Pozniak Patient_specific_B","FAM69A"
"12740","Pozniak Patient_specific_B","SULT1A1"
"12741","Pozniak Patient_specific_B","LINC02552"
"12742","Pozniak Patient_specific_B","CYB5R2"
"12743","Pozniak Patient_specific_B","RNF168"
"12744","Pozniak Patient_specific_B","LINC01474"
"12745","Pozniak Patient_specific_B","MET"
"12746","Pozniak Patient_specific_B","FYB1"
"12747","Pozniak Patient_specific_B","FABP7"
"12748","Pozniak Patient_specific_B","POC1B"
"12749","Pozniak Patient_specific_B","NNMT"
"12750","Pozniak Patient_specific_B","LINC01315"
"12751","Pozniak Patient_specific_B","PCLO"
"12752","Pozniak Patient_specific_B","FKBP5"
"12753","Pozniak Patient_specific_B","CPNE5"
"12754","Pozniak Patient_specific_B","AC096564.1"
"12755","Pozniak Patient_specific_B","AZGP1"
"12756","Pozniak Patient_specific_B","PMP2"
"12757","Pozniak Patient_specific_B","OAZ3"
"12758","Pozniak Patient_specific_B","TDRD3"
"12759","Pozniak Patient_specific_B","FAM27C"
"12760","Pozniak Patient_specific_B","C15orf48"
"12761","Pozniak Patient_specific_B","GXYLT2"
"12762","Pozniak Patient_specific_B","AC090204.1"
"12763","Pozniak Patient_specific_B","CXADR"
"12764","Pozniak Patient_specific_B","CFI"
"12765","Pozniak Patient_specific_B","RASSF2"
"12766","Pozniak Patient_specific_B","CCDC71L"
"12767","Pozniak Patient_specific_B","KCNN2"
"12768","Pozniak Patient_specific_B","DPYD"
"12769","Pozniak Patient_specific_B","PAWR"
"12770","Pozniak Patient_specific_B","MIR29B2CHG"
"12771","Pozniak Patient_specific_B","TRIM51"
"12772","Pozniak Patient_specific_B","ASRGL1"
"12773","Pozniak Patient_specific_B","HRK"
"12774","Pozniak Patient_specific_B","AMOT"
"12775","Pozniak Patient_specific_B","BCL2A1"
"12776","Pozniak Patient_specific_B","CLIC2"
"12777","Pozniak Patient_specific_B","SMPDL3A"
"12778","Pozniak Patient_specific_B","HSPA4L"
